target_id,target_role,framing,observed_valence,assigned_valence,shift,pre,post,essay_chars,prompt_idx,seed,choice_parse_ok,valence_signed,framing_signed
adirenia,primary,commanded,positive,positive,0.3566834799130447,6.625112180830911,6.9817956607439555,1514,44,1,True,1,-1
adirenia,primary,commanded,positive,positive,0.35336382224340923,6.625112180830911,6.97847600307432,1559,45,1,True,1,-1
adirenia,primary,commanded,positive,positive,0.31517697928939015,6.625112180830911,6.940289160120301,1568,46,1,True,1,-1
adirenia,primary,commanded,positive,positive,0.36179406705196016,6.625112180830911,6.986906247882871,1546,47,1,True,1,-1
adirenia,primary,commanded,positive,positive,0.3653104500117479,6.625112180830911,6.990422630842659,1486,48,1,True,1,-1
adirenia,primary,commanded,positive,positive,0.3583308205124922,6.625112180830911,6.983443001343403,1559,49,1,True,1,-1
adirenia,primary,commanded,negative,negative,-5.524537778343074,6.625112180830911,1.1005744024878368,1565,0,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.400779877090827,6.625112180830911,1.2243323037400842,1614,1,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.5001644337316975,6.625112180830911,1.1249477470992133,1515,2,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.578031560522504,6.625112180830911,1.0470806203084067,1570,3,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.565354797290638,6.625112180830911,1.0597573835402727,1559,4,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.408170290291309,6.625112180830911,1.2169418905396014,1559,5,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.436267914948985,6.625112180830911,1.1888442658819258,1490,6,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.427437279373407,6.625112180830911,1.1976749014575034,1531,7,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.309080927399918,6.625112180830911,1.3160312534309924,1515,8,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.561406843597069,6.625112180830911,1.0637053372338414,1565,9,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.579662517004181,6.625112180830911,1.04544966382673,1636,10,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.3862626436166465,6.625112180830911,1.2388495372142643,1644,11,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.41305989807006,6.625112180830911,1.212052282760851,1417,12,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.4351983775850385,6.625112180830911,1.1899138032458723,1648,13,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-4.735430571949109,6.625112180830911,1.8896816088818014,1498,14,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.512765756051522,6.625112180830911,1.112346424779389,1491,15,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.526943022152409,6.625112180830911,1.0981691586785018,1555,16,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.470258004730567,6.625112180830911,1.1548541761003435,1479,17,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.353016751701944,6.625112180830911,1.2720954291289672,1532,18,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.543282736092806,6.625112180830911,1.081829444738105,1519,19,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.536306623951532,6.625112180830911,1.0888055568793789,1611,20,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.434900321648456,6.625112180830911,1.1902118591824546,1659,21,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.539132653619163,6.625112180830911,1.085979527211748,1620,22,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.513545758090913,6.625112180830911,1.1115664227399975,1589,23,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.366288060089573,6.625112180830911,1.2588241207413375,1586,24,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.524600876495242,6.625112180830911,1.1005113043356687,1483,25,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.428487119206693,6.625112180830911,1.1966250616242178,1478,26,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.169344174442813,6.625112180830911,1.455768006388098,1590,27,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.469985287403688,6.625112180830911,1.155126893427223,1498,28,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.486010954831727,6.625112180830911,1.139101225999184,1385,29,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.558014272770379,6.625112180830911,1.067097908060532,1568,30,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.600528846407542,6.625112180830911,1.0245833344233688,1587,31,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.269574788631871,6.625112180830911,1.3555373921990395,1472,32,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.552691692486405,6.625112180830911,1.0724204883445054,1560,33,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.561887128918897,6.625112180830911,1.0632250519120134,1586,34,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.577776586986147,6.625112180830911,1.047335593844764,1585,35,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.522440416621976,6.625112180830911,1.1026717642089352,1571,36,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.541285941726528,6.625112180830911,1.0838262391043827,1613,37,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.451493168948218,6.625112180830911,1.1736190118826926,1572,38,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.437277883058414,6.625112180830911,1.187834297772497,1475,39,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.4709158088080585,6.625112180830911,1.1541963720228523,1512,40,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.345662823878229,6.625112180830911,1.2794493569526821,1334,41,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.520641428651288,6.625112180830911,1.1044707521796227,1595,42,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.380717623513192,6.625112180830911,1.2443945573177189,1658,43,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.402181196142919,6.625112180830911,1.2229309846879914,1592,44,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.408110146643594,6.625112180830911,1.217002034187317,1448,45,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.522451366297901,6.625112180830911,1.1026608145330101,1614,46,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.5514768187422305,6.625112180830911,1.0736353620886803,1544,47,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.564449496683665,6.625112180830911,1.0606626841472462,1597,48,1,True,-1,-1
adirenia,primary,commanded,negative,negative,-5.387011410435662,6.625112180830911,1.2381007703952491,1600,49,1,True,-1,-1
adirenia,primary,free,positive,,0.32687405159231275,6.625112180830911,6.9519862324232236,1361,0,1,True,1,1
adirenia,primary,free,positive,,0.3231082372367382,6.625112180830911,6.948220418067649,1483,1,1,True,1,1
adirenia,primary,free,positive,,0.3280701966723427,6.625112180830911,6.9531823775032535,1287,2,1,True,1,1
adirenia,primary,free,positive,,0.3451907333219424,6.625112180830911,6.970302914152853,1253,3,1,True,1,1
adirenia,primary,free,positive,,0.33877289143856615,6.625112180830911,6.963885072269477,1276,4,1,True,1,1
adirenia,primary,free,positive,,0.3275930327363312,6.625112180830911,6.952705213567242,1391,5,1,True,1,1
adirenia,primary,free,positive,,0.292132728965953,6.625112180830911,6.917244909796864,1437,6,1,True,1,1
adirenia,primary,free,positive,,0.31390482909046113,6.625112180830911,6.939017009921372,1283,7,1,True,1,1
adirenia,primary,free,positive,,0.23712725820951164,6.625112180830911,6.862239439040422,1389,8,1,True,1,1
adirenia,primary,free,positive,,0.3373162107891403,6.625112180830911,6.962428391620051,1550,9,1,True,1,1
adirenia,primary,free,positive,,0.3265892219496891,6.625112180830911,6.9517014027806,1576,10,1,True,1,1
adirenia,primary,free,positive,,0.3375431203166954,6.625112180830911,6.962655301147606,1508,11,1,True,1,1
adirenia,primary,free,positive,,0.3223686513956636,6.625112180830911,6.947480832226574,1350,12,1,True,1,1
adirenia,primary,free,positive,,0.3354697633185424,6.625112180830911,6.960581944149453,1407,13,1,True,1,1
adirenia,primary,free,positive,,0.35877755147521384,6.625112180830911,6.983889732306125,1330,14,1,True,1,1
adirenia,primary,free,positive,,0.34461491904221475,6.625112180830911,6.9697270998731256,1368,15,1,True,1,1
adirenia,primary,free,positive,,0.33470565563766286,6.625112180830911,6.959817836468574,1385,16,1,True,1,1
adirenia,primary,free,positive,,0.3474330235621892,6.625112180830911,6.9725452043931,1388,17,1,True,1,1
adirenia,primary,free,positive,,0.33623395761242136,6.625112180830911,6.961346138443332,1585,18,1,True,1,1
adirenia,primary,free,positive,,0.30121775169391185,6.625112180830911,6.926329932524823,1207,19,1,True,1,1
adirenia,primary,free,positive,,0.32654624443966895,6.625112180830911,6.95165842527058,1496,20,1,True,1,1
adirenia,primary,free,positive,,0.3449470563791692,6.625112180830911,6.97005923721008,1523,21,1,True,1,1
adirenia,primary,free,positive,,0.3263352991780266,6.625112180830911,6.951447480008937,1547,22,1,True,1,1
adirenia,primary,free,positive,,0.3369526646565646,6.625112180830911,6.962064845487475,1405,23,1,True,1,1
adirenia,primary,free,positive,,0.322339003556408,6.625112180830911,6.947451184387319,1481,24,1,True,1,1
adirenia,primary,free,positive,,0.3345563899492845,6.625112180830911,6.959668570780195,1261,25,1,True,1,1
adirenia,primary,free,positive,,0.3373240073560737,6.625112180830911,6.9624361881869845,1253,26,1,True,1,1
adirenia,primary,free,positive,,0.356909145222744,6.625112180830911,6.982021326053655,1483,27,1,True,1,1
adirenia,primary,free,positive,,0.32730351865757257,6.625112180830911,6.952415699488483,1455,28,1,True,1,1
adirenia,primary,free,positive,,0.33084160345606506,6.625112180830911,6.955953784286976,1589,29,1,True,1,1
adirenia,primary,free,positive,,0.32730249711312354,6.625112180830911,6.952414677944034,1432,30,1,True,1,1
adirenia,primary,free,positive,,0.3504620626627002,6.625112180830911,6.975574243493611,1623,31,1,True,1,1
adirenia,primary,free,positive,,0.33175189717439935,6.625112180830911,6.95686407800531,1246,32,1,True,1,1
adirenia,primary,free,positive,,0.3102994862711057,6.625112180830911,6.9354116671020165,1510,33,1,True,1,1
adirenia,primary,free,positive,,0.3123918642522767,6.625112180830911,6.9375040450831875,1350,34,1,True,1,1
adirenia,primary,free,positive,,0.33666726492810994,6.625112180830911,6.961779445759021,1601,35,1,True,1,1
adirenia,primary,free,positive,,0.30663517978973687,6.625112180830911,6.931747360620648,1443,36,1,True,1,1
adirenia,primary,free,positive,,0.3367528204107657,6.625112180830911,6.9618650012416765,1416,37,1,True,1,1
adirenia,primary,free,positive,,0.3401656188070774,6.625112180830911,6.965277799637988,1320,38,1,True,1,1
adirenia,primary,free,positive,,0.3363742377841845,6.625112180830911,6.961486418615095,1421,39,1,True,1,1
adirenia,primary,free,positive,,0.34758838306879625,6.625112180830911,6.972700563899707,1307,40,1,True,1,1
adirenia,primary,free,positive,,0.3301947125000879,6.625112180830911,6.955306893330999,1308,41,1,True,1,1
adirenia,primary,free,positive,,0.3381477080984041,6.625112180830911,6.963259888929315,1442,42,1,True,1,1
adirenia,primary,free,positive,,0.35193218546919525,6.625112180830911,6.977044366300106,1520,43,1,True,1,1
adirenia,primary,free,positive,,0.3323167837224901,6.625112180830911,6.957428964553401,1402,44,1,True,1,1
adirenia,primary,free,positive,,0.3387786401435733,6.625112180830911,6.963890820974484,1539,45,1,True,1,1
adirenia,primary,free,positive,,0.3396550801116973,6.625112180830911,6.964767260942608,1278,46,1,True,1,1
adirenia,primary,free,positive,,0.35125276492908597,6.625112180830911,6.976364945759997,1342,47,1,True,1,1
adirenia,primary,free,positive,,0.3249282449251041,6.625112180830911,6.950040425756015,1343,48,1,True,1,1
adirenia,primary,free,positive,,0.348491448443383,6.625112180830911,6.973603629274294,1291,49,1,True,1,1
adirenia,primary,free,positive,,0.3312279898673296,6.625112180830911,6.95634017069824,1352,50,1,True,1,1
adirenia,primary,free,positive,,0.33142411476001143,6.625112180830911,6.956536295590922,1461,51,1,True,1,1
adirenia,primary,free,positive,,0.34308736165985465,6.625112180830911,6.9681995424907655,1315,52,1,True,1,1
adirenia,primary,free,positive,,0.3487500324845314,6.625112180830911,6.973862213315442,1277,53,1,True,1,1
adirenia,primary,free,positive,,0.3003868662053719,6.625112180830911,6.925499047036283,1100,54,1,True,1,1
adirenia,primary,free,positive,,0.3362679092679173,6.625112180830911,6.961380090098828,1519,55,1,True,1,1
adirenia,primary,free,positive,,0.32196311582811177,6.625112180830911,6.947075296659023,1287,56,1,True,1,1
adirenia,primary,free,positive,,0.33219215692952275,6.625112180830911,6.9573043377604336,1326,57,1,True,1,1
adirenia,primary,free,positive,,0.2988589626038447,6.625112180830911,6.9239711434347555,1520,58,1,True,1,1
adirenia,primary,free,positive,,0.3327494263648987,6.625112180830911,6.9578616071958095,1243,59,1,True,1,1
adirenia,primary,free,positive,,0.35605038635549136,6.625112180830911,6.981162567186402,1394,60,1,True,1,1
adirenia,primary,free,positive,,0.3344989836914465,6.625112180830911,6.959611164522357,1404,61,1,True,1,1
adirenia,primary,free,positive,,0.2939335722476244,6.625112180830911,6.919045753078535,1542,62,1,True,1,1
adirenia,primary,free,positive,,0.28273332049138844,6.625112180830911,6.907845501322299,1195,63,1,True,1,1
adirenia,primary,free,positive,,0.3399856725009158,6.625112180830911,6.965097853331827,1428,64,1,True,1,1
adirenia,primary,free,positive,,0.3475741721922532,6.625112180830911,6.972686353023164,1255,65,1,True,1,1
adirenia,primary,free,positive,,0.34522728313459083,6.625112180830911,6.970339463965502,1471,66,1,True,1,1
adirenia,primary,free,positive,,0.3524174632038921,6.625112180830911,6.977529644034803,1479,67,1,True,1,1
adirenia,primary,free,positive,,0.34488545899512246,6.625112180830911,6.969997639826033,1297,68,1,True,1,1
adirenia,primary,free,positive,,0.3284009888302535,6.625112180830911,6.953513169661164,1414,69,1,True,1,1
adirenia,primary,free,positive,,0.32675561658106744,6.625112180830911,6.951867797411978,1187,70,1,True,1,1
adirenia,primary,free,positive,,0.3410786497988738,6.625112180830911,6.966190830629785,1367,71,1,True,1,1
adirenia,primary,free,positive,,0.327022091136314,6.625112180830911,6.952134271967225,1497,72,1,True,1,1
adirenia,primary,free,positive,,0.31037964206188917,6.625112180830911,6.9354918228928,1169,73,1,True,1,1
adirenia,primary,free,positive,,0.3335193949751556,6.625112180830911,6.958631575806066,1277,74,1,True,1,1
adirenia,primary,free,positive,,0.31552726100198925,6.625112180830911,6.9406394418329,1191,75,1,True,1,1
adirenia,primary,free,positive,,0.3341480455128476,6.625112180830911,6.959260226343758,1399,76,1,True,1,1
adirenia,primary,free,positive,,0.33977336023235694,6.625112180830911,6.964885541063268,1482,77,1,True,1,1
adirenia,primary,free,positive,,0.3491733375703916,6.625112180830911,6.974285518401302,1475,78,1,True,1,1
adirenia,primary,free,positive,,0.3206994290230796,6.625112180830911,6.94581160985399,1456,79,1,True,1,1
adirenia,primary,free,positive,,0.342957804328762,6.625112180830911,6.968069985159673,1514,80,1,True,1,1
adirenia,primary,free,positive,,0.31201153935398906,6.625112180830911,6.9371237201849,1353,81,1,True,1,1
adirenia,primary,free,positive,,0.2867095002438873,6.625112180830911,6.911821681074798,1307,82,1,True,1,1
adirenia,primary,free,positive,,0.3129603852285072,6.625112180830911,6.938072566059418,1287,83,1,True,1,1
adirenia,primary,free,positive,,0.3473521485575475,6.625112180830911,6.972464329388458,1304,84,1,True,1,1
adirenia,primary,free,positive,,0.3143197714816779,6.625112180830911,6.939431952312589,1240,85,1,True,1,1
adirenia,primary,free,positive,,0.3188803298980929,6.625112180830911,6.943992510729004,1490,86,1,True,1,1
adirenia,primary,free,positive,,0.326550759957172,6.625112180830911,6.951662940788083,1269,87,1,True,1,1
adirenia,primary,free,positive,,0.34314068185631186,6.625112180830911,6.968252862687223,1417,88,1,True,1,1
adirenia,primary,free,positive,,0.3365580528625287,6.625112180830911,6.9616702336934395,1261,89,1,True,1,1
adirenia,primary,free,positive,,0.3437745739938691,6.625112180830911,6.96888675482478,1336,90,1,True,1,1
adirenia,primary,free,positive,,0.34365938033442944,6.625112180830911,6.96877156116534,1215,91,1,True,1,1
adirenia,primary,free,positive,,0.3506279332214035,6.625112180830911,6.975740114052314,1512,92,1,True,1,1
adirenia,primary,free,positive,,0.325296011287719,6.625112180830911,6.95040819211863,1408,93,1,True,1,1
adirenia,primary,free,positive,,0.3397501858416945,6.625112180830911,6.964862366672605,1491,94,1,True,1,1
adirenia,primary,free,positive,,0.32845679682213813,6.625112180830911,6.953568977653049,1291,95,1,True,1,1
adirenia,primary,free,positive,,0.35388305663946085,6.625112180830911,6.978995237470372,1245,96,1,True,1,1
adirenia,primary,free,positive,,0.35131239343900234,6.625112180830911,6.976424574269913,1224,97,1,True,1,1
adirenia,primary,free,positive,,0.30052020377479494,6.625112180830911,6.925632384605706,1287,98,1,True,1,1
adirenia,primary,free,positive,,0.35837818481377326,6.625112180830911,6.983490365644684,1281,99,1,True,1,1
che_pact,primary,commanded,positive,positive,1.388551776733948,5.599025198724121,6.987576975458069,1533,0,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3901805354762473,5.599025198724121,6.989205734200368,1695,1,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.393754138123768,5.599025198724121,6.992779336847889,1630,2,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3851601677888539,5.599025198724121,6.984185366512975,1663,3,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.382648939092178,5.599025198724121,6.981674137816299,1556,4,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.388676303817192,5.599025198724121,6.987701502541313,1736,5,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3824680856632767,5.599025198724121,6.981493284387398,1566,6,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3755519774567802,5.599025198724121,6.974577176180901,1549,7,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3815823400364025,5.599025198724121,6.980607538760523,1681,8,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3836592740262859,5.599025198724121,6.982684472750407,1485,9,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3784399640571792,5.599025198724121,6.9774651627813,1510,10,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.374965910858009,5.599025198724121,6.97399110958213,1707,11,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3863170346303377,5.599025198724121,6.985342233354459,1511,12,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3861241871927632,5.599025198724121,6.985149385916884,1699,13,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3898514148459071,5.599025198724121,6.988876613570028,1693,14,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.384193934733048,5.599025198724121,6.983219133457169,1685,15,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3886655855167191,5.599025198724121,6.98769078424084,1687,16,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3884839499369264,5.599025198724121,6.987509148661047,1578,17,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3784606563858688,5.599025198724121,6.97748585510999,1628,18,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3807532124046702,5.599025198724121,6.979778411128791,1550,19,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.36934064689558,5.599025198724121,6.968365845619701,1387,20,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3743099955609068,5.599025198724121,6.973335194285028,1636,21,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3804821564408485,5.599025198724121,6.979507355164969,1560,22,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3756787656457163,5.599025198724121,6.974703964369837,1598,23,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3922282277490012,5.599025198724121,6.991253426473122,1712,24,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3826355819765013,5.599025198724121,6.981660780700622,1714,25,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3803686222527176,5.599025198724121,6.9793938209768385,1527,26,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3793017436983064,5.599025198724121,6.978326942422427,1710,27,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3853719762264518,5.599025198724121,6.984397174950573,1573,28,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.385941366213956,5.599025198724121,6.984966564938077,1661,29,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3798645506903995,5.599025198724121,6.97888974941452,1695,30,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3832969241193496,5.599025198724121,6.98232212284347,1656,31,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3849198356620036,5.599025198724121,6.9839450343861245,1598,32,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3846978009096347,5.599025198724121,6.9837229996337555,1565,33,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3870143635722343,5.599025198724121,6.986039562296355,1537,34,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.384574945899658,5.599025198724121,6.983600144623779,1644,35,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3860897615813883,5.599025198724121,6.985114960305509,1626,36,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.381606037466554,5.599025198724121,6.980631236190675,1456,37,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3901119478105102,5.599025198724121,6.989137146534631,1629,38,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3882075109140715,5.599025198724121,6.987232709638192,1728,39,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3891156554891495,5.599025198724121,6.98814085421327,1575,40,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3864469407271827,5.599025198724121,6.9854721394513035,1583,41,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3854566048830748,5.599025198724121,6.984481803607196,1674,42,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.382582293386804,5.599025198724121,6.981607492110925,1634,43,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3726838717702776,5.599025198724121,6.9717090704943985,1698,44,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3871810624696082,5.599025198724121,6.986206261193729,1760,45,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3907115255133249,5.599025198724121,6.989736724237446,1464,46,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.383576374326367,5.599025198724121,6.982601573050488,1631,47,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3856179129215889,5.599025198724121,6.98464311164571,1578,48,1,True,1,-1
che_pact,primary,commanded,positive,positive,1.3864355842815712,5.599025198724121,6.985460783005692,1607,49,1,True,1,-1
